ICMMID,Confidence.Factor,Mine.Name,Group.Names,Latitude,Longitude,Asset.Type,Country.or.Region,Primary.Commodity,Secondary.Commodity,Other.Commodities
ICMM06975,Very Low,Tianbaoshan Copper Deposit,NA,42.914900000000003,128.966,Mine,China,copper,NA,NA
ICMM06979,Very Low,Toyoha Mine,NA,42.810899999999997,141.041,Mine,Japan,copper,gold,NA
ICMM06981,Very Low,Wanpaopen Ni/Cu Mine,NA,42.498199999999997,124.499,Mine,China,copper,NA,NA
ICMM06983,Moderate,Chimkentzn,Chimkentzn;Chelkya;Shymkent Smelter;Shymkent Refinery,42.319267500000002,69.54252,Smelter;Refinery,Kazakhstan,lead,zinc,silver
ICMM06985,Moderate,Chifeng City Gold Operations,Chifeng City Gold Operations;Jintong Refinery,42.202010000000001,118.90068,Refinery,China,copper,gold,NA
ICMM06988,Very Low,Saru,NA,42.115099999999998,143.282,Mine,Japan,platinum,NA,NA
ICMM06989,Moderate,Qingyuan County Gold Operations,Qingyuan County Gold Operations;Wangjiadagou,42.103830000000002,124.90462,Mine;Plant,China,gold,NA,NA
ICMM06990,Very Low,Hungtoushan Copper Mine,NA,42.081499999999998,124.499,Mine,China,copper,NA,NA
ICMM06991,Moderate,Jinchanggoulian Gold Mine,Jinchanggoulian Gold Mine;Huizu Village;Chifeng;Aohanqi Xinruien;Jinchanggouliang,41.972306000000003,120.289066,Mine,China,copper,gold,lead;silver;zinc
ICMM06992,Moderate,Erdaogou Gold Mine,Erdaogou Gold Mine;Erdaogou,41.924979999999998,120.488475,Mine,China,gold,NA,NA
ICMM06994,High,Liaoning Fushun Mining Group Dong Surface Mine,Fushun Zinc Mine;Liaoning Fushun Mining Group Dong Surface Mine;Liaoning Xilutian Surface Coal Mine;Xilutian;Dongxing,41.839943599999998,123.8869262,Mine,China,metallurgical coal,thermal coal,NA
ICMM06998,Very Low,Kyrgy12,NA,41.58,78.27,Mine,Kyrgyzstan,tin,NA,NA
ICMM07001,Moderate,Muruntau,Muruntau;Muruntau,41.488250000000001,64.5821,Mine;Plant,Uzbekistan,gold,silver,NA
ICMM07004,Very Low,Huanren Copper Mine,NA,41.2483,125.332,Mine,China,copper,NA,NA
ICMM07007,Very Low,Dongping Gold Mine,NA,40.911299999999997,115.391,Mine,China,gold,NA,NA
ICMM07010,Moderate,Sary Cheku Mine,Sary Cheku Mine;Yoshlik 1,40.831505,69.667425,Mine,Uzbekistan,copper,gold,lead
ICMM07011,Moderate,Yangjiazhangzi Pb/Zn Mine,Yangjiazhangzi Pb/Zn Mine;Yangjiazhangzi,40.803265000000003,120.4995,Mine,China,lead,zinc,molybdenum;copper
ICMM07016,Moderate,Altyn Topkan,Altyn Topkan;Yubileynoe Mine;Altyn Topkan;Alden Topcan,40.630715000000002,69.6065875,Mine,Tajikistan,copper,lead,silver;zinc
ICMM07017,Very Low,"Oppu Zn, Pb, Cu Pyrite Mine",NA,40.548499999999997,140.115,Mine,Japan,zinc,NA,NA
ICMM07018,Very Low,Uch Kulach,NA,40.531500000000001,67.3675,Mine,Uzbekistan,barium,NA,NA
ICMM07019,Very Low,Hachinoepb,NA,40.4985,141.499,Mine,Japan,copper,NA,NA
ICMM07023,Very Low,Furutobe Cu Zn Pb Mine,Furutobe Cu Zn Pb Mine;Ainai Zn Cu Pb Pyrite Mine,40.390149999999998,140.715,Mine,Japan,copper,zinc,silver
ICMM07025,Very Low,Qinglong County Gold Operations,NA,40.398299999999999,118.899,Mine,China,gold,NA,NA
ICMM07027,Very Low,Xuanhua County Gold Operations,NA,40.398200000000003,114.999,Mine,China,gold,NA,NA
ICMM07028,Very Low,Charmitan,NA,40.331600000000002,66.7675,Mine,Uzbekistan,gold,NA,NA
ICMM07029,High,Kosaka Pb Refinery,Kosaka Zn Cu Pb Ag Au Pyr Mines;Kosaka Pb Refinery;Kosaka Pb Smelter;Kosaka Smelter;Kosaka Smelter;Kosaka Refinery;Kazuno Refinery,40.334294290000003,140.7479557,Smelter;Refinery,Japan,lead,gold,indium;copper;silver;zinc
ICMM07030,Very Low,Hanaoka Pb Zn Mines,Hanaoka Pb Zn Mines;Matsuki Zn Pb Cu Mines,40.290149999999997,140.565,Mine,Japan,zinc,silver,NA
ICMM07032,Very Low,Fukazawa Pb Zn Mines,NA,40.281799999999997,140.665,Mine,Japan,zinc,silver,NA
ICMM07034,Very Low,Furutobe Mine,NA,40.208500000000001,140.419,Mine,Japan,copper,NA,NA
ICMM07035,Moderate,Koytash,Koytash;Koytash,40.204500000000003,67.33758,Mine,Uzbekistan,molybdenum,tungsten,NA
ICMM07036,Very Low,Shakanai,NA,40.1785,140.319,Mine,Japan,copper,gold,NA
ICMM07037,Moderate,Hanawa Zn Pb Cu Hanaw Nippon,Hanawa Zn Pb Cu Hanaw Nippon;Hanawa,40.165125000000003,140.831965,Mine,Japan,zinc,lead,copper
ICMM07039,Very Low,Iijima,NA,39.9818,140.165,Mine,Japan,zinc,NA,NA
ICMM07041,Very Low,Ingichke Mine,NA,39.831600000000002,65.8342,Mine,Uzbekistan,copper,NA,NA
ICMM07042,Very Low,Osarizawa,NA,39.798499999999997,140.999,Mine,Japan,copper,NA,NA
ICMM07043,Very Low,Akita,NA,39.698500000000003,140.115,Mine,Japan,zinc,NA,NA
ICMM07048,Very Low,Ohmine Mine,NA,39.4985,141.582,Mine,Japan,copper,gold,NA
ICMM07050,Very Low,Munpyong Pb,NA,39.231699999999996,127.366,Mine,North Korea,lead,zinc,NA
ICMM07052,Moderate,Kante Coal Mine,Anzob;Kante Coal Mine,39.183317469999999,68.58430755,Mine,Tajikistan,thermal coal,NA,NA
ICMM07054,Very Low,Akagane Mine,NA,39.128500000000003,141.109,Mine,Japan,copper,NA,NA
ICMM07056,Very Low,Jinchuan Mine,NA,38.998199999999997,99.9998,Mine,China,nickel,NA,NA
ICMM07059,Moderate,Hosokura Zn Pb Pyrite Mine,Hosokurazn;Hosokura Refinery;Hosokura Smelter; Hosokura,38.801536669999997,140.8973433,Mine;Smelter;Refinery,Japan,zinc,lead,copper;cadmium;antimony
ICMM07064,Very Low,Yoshino Mine,NA,38.331899999999997,140.415,Mine,Japan,copper,NA,NA
ICMM07065,Very Low,Sado Island,NA,37.998600000000003,138.415,Mine,Japan,platinum,NA,NA
ICMM07067,Very Low,Mikkaichi,NA,37.565300000000001,139.982,Mine,Japan,zinc,NA,NA
ICMM07068,Very Low,Sequl,NA,37.4985,126.999,Mine,South Korea,zinc,NA,NA
ICMM07074,Very Low,Ssang Jeong Mine,NA,37.298499999999997,129.182,Mine,South Korea,tungsten,NA,NA
ICMM07078,Very Low,Yaguki,NA,37.231900000000003,140.715,Mine,Japan,tungsten,NA,NA
ICMM07080,Moderate,Sangdong Mine,Sangdong Mine;Sangdong;Sangdong,37.14625667,128.8281433,Mine,South Korea,tungsten,molybdenum,bismuth
ICMM07082,Very Low,Dae Hwa Mine,NA,37.0779,127.797,Mine,South Korea,tungsten,NA,NA
ICMM07085,Very Low,Kamaishi Mine,NA,36.953800000000001,138.853,Mine,Japan,copper,gold,NA
ICMM07086,Very Low,Okbang Operations Mine,NA,36.921599999999998,129.138,Mine,South Korea,tungsten,NA,NA
ICMM07088,Very Low,Weolag Mine,NA,36.879100000000001,128.136,Mine,South Korea,tungsten,NA,NA
ICMM07089,Moderate,Mikkaichi,Mikkaichi;Mikkaichi Refinery,36.866295000000001,137.44114,Refinery,Japan,zinc,cadmium,NA
ICMM07090,Moderate,Pingdu Gold Mine,Pingdu Gold Mine;Qingdao,36.740614999999998,119.917155,Mine,China,gold,graphite,NA
ICMM07091,High,Baiyin Refinery,Baiyin Copper Mine;Baiyin Flash;Baiyin No 3;Baiyin Northwest Pb and Zn;Baiyin refinery;Baiyin Side Blown;North West Smelter;Baiyin Smelter;Baiyin Refinery,36.555116959999999,104.2093861,Refinery,China,copper,gold,lead;zinc
ICMM07094,Very Low,Sambo Mine,NA,36.373600000000003,127.834,Mine,South Korea,zinc,NA,NA
ICMM07095,Very Low,Hitachi Mine,NA,36.348700000000001,140.399,Mine,Japan,copper,NA,NA
ICMM07096,High,Kamioka Smelter,Kamioka Zn Pb Mines;Kamioka;Kamioka;Kamioka Refinery;Kamioka Smelter,36.347967820000001,137.2999045,Smelter,Japan,zinc,lead,silver;cadmium
ICMM07098,High,Annaka,Annaka;Annaka;Annaka Refinery,36.329900000000002,138.9097867,Smelter;Refinery,Japan,zinc,lead,cadmium
ICMM07101,Very Low,Laizhou Gold Operations,NA,36.098500000000001,119.899,Mine,China,gold,NA,NA
ICMM07102,Very Low,Nakatatsu Zn Pb Ag Mine,NA,36.065300000000001,136.615,Mine,Japan,zinc,NA,NA
ICMM07103,Very Low,Chichibu Mine,NA,35.998699999999999,139.079,Mine,Japan,copper,NA,NA
ICMM07104,Very Low,Nakatatsu,NA,35.7986,136.599,Mine,Japan,copper,silver,cadmium
ICMM07105,Very Low,Dal Sung Mine,NA,35.775199999999998,128.673,Mine,South Korea,tungsten,NA,NA
ICMM07108,Very Low,Sannae Mine,NA,35.598599999999998,128.966,Mine,South Korea,tungsten,NA,NA
ICMM07109,Very Low,Wakamatsu,NA,35.5319,134.199,Mine,Japan,chromium,NA,NA
ICMM07111,Very Low,Akenobe Mine,NA,35.332000000000001,134.499,Mine,Japan,copper,NA,NA
ICMM07112,High,Yuanqu smelter,Zhongtiaoshan Copper Mine;Yuanqu smelter;Tongkuangyu;Zhongtiaoshan Smelter,35.323077499999997,111.66019,Smelter,China,copper,cobalt,gold;molybdenum;silver
ICMM07113,Very Low,Akenobe Sn Zn Pb Mine,Akenobe Sn Zn Pb Mine;Akenobe Mine,35.223649999999999,134.6905,Mine,Japan,tin,NA,NA
ICMM07114,High,Onsan Pb Refinery,Onsan Zn;Onsan (RLE);Onsan Pb Refinery;Onsan Pb Smelter,35.166327500000001,128.6665025,Smelter;Refinery,South Korea,lead,zinc,cadmium
ICMM07115,Very Low,"Taishio Cobalt Mine, Japan",NA,35.165300000000002,134.582,Mine,Japan,cobalt,NA,NA
ICMM07116,Very Low,Akenobe Mine,NA,35.118699999999997,134.459,Mine,Japan,copper,NA,NA
ICMM07118,Very Low,Sazare Copper Mine,NA,35.078699999999998,138.539,Mine,Japan,copper,NA,NA
ICMM07119,Very Low,Otani Mine,NA,35.031999999999996,135.749,Mine,Japan,tungsten,NA,NA
ICMM07120,Very Low,Iwami Zn Pb Cu Mitsui,NA,34.998699999999999,132.499,Mine,Japan,zinc,NA,NA
ICMM07124,Very Low,Luanchuan County Gold Operations,NA,34.698500000000003,111.499,Mine,China,gold,NA,NA
ICMM07128,Moderate,Wenyu Gold Mine,Wenyu Gold Mine;Chen Er;Changancha;Changzhuyu;Qinshan;Siangou,34.425271670000001,110.4883117,Mine,China,copper,gold,lead;silver
ICMM07132,Moderate,Takehara,Takehara;Takehara Refinery;Takehara Smelter;Takehara Refinery,34.335839999999997,132.9132625,Mine;Smelter;Refinery,Japan,gold,copper,antimony;lead;silver
ICMM07133,Very Low,Hikoshima Zn,NA,34.165399999999998,131.466,Mine,Japan,zinc,NA,NA
ICMM07134,Very Low,Kohala,NA,34.115200000000002,73.4839,Mine,Pakistan,barium,NA,NA
ICMM07136,Moderate,Taibai Gold Mine,Taibai Gold Mine;Shuangwang,33.819980000000001,107.173085,Mine,China,gold,NA,NA
ICMM07138,Moderate,Changba Pb/Zn Mine,Changba Pb/Zn Mine;Gansu Chengzhou Smelter;Gansu Changba Smelter,33.73548667,105.6709033,Mine;Smelter;Refinery,China,lead,zinc,NA
ICMM07139,Very Low,"Dogatani Cobalt Mine, Japan",NA,33.732100000000003,135.982,Mine,Japan,cobalt,NA,NA
ICMM07140,Very Low,Kishu Mine,NA,33.698700000000002,135.699,Mine,Japan,copper,NA,NA
ICMM07144,Very Low,Miike,NA,33.0154,130.449,Mine,Japan,zinc,NA,NA
ICMM07145,Very Low,Kamikawa,NA,32.7821,131.449,Mine,Japan,platinum,NA,NA
ICMM07147,Moderate,Yingdongpo Gold Mine,Yingdongpo Gold Mine;Yin Dong Po Tailings;Yindongpo,32.547890000000002,113.41515,Mine,China,gold,lead,silver
ICMM07151,Very Low,Ohkuchi,NA,32.0321,130.682,Mine,Japan,gold,NA,NA
ICMM07153,Moderate,Hishikari Mine,Hishikari Mine;Hishikari;Hishikari Main,32.006504999999997,130.68927,Mine,Japan,gold,silver,NA
ICMM07156,Very Low,Suzuyama Mine,NA,31.498799999999999,130.432,Mine,Japan,tin,NA,NA
ICMM07157,Very Low,Iwato,NA,31.273900000000001,130.316,Mine,Japan,copper,gold,silver
ICMM07160,High,Jinlong (Tongling) refinery,Tongshan Copper Mine;Jinguan smelter;Jinlong (Tongling) refinery;Jinlong (Tongling) smelter;Jinlong Smelter;Jinchang Refinery;Tongling Refinery;Keris Smelter;Jinchang Smelter,30.952643330000001,117.7836556,Smelter;Refinery,China,copper,gold,silver;zinc
ICMM07163,High,Daye refinery,Daye Iron Mine and Complex;Daye Nonferrous Metals Tonglushan Mine;Daye refinery;Daye smelter;Sanxin;Tonglvshan,30.081232,114.9390935,Mine;Smelter;Refinery,China,copper,gold,silver;iron ore
ICMM07164,Moderate,Tongshankou Copper Mine,Tongshankou Copper Mine;Shitouzhui,30.002025,114.79715,Mine,China,copper,gold,NA
ICMM07169,Moderate,Tiantai Pb/Zn Mine,Tiantai Pb/Zn Mine;Tiantai,29.198920000000001,121.04911,Mine,China,lead,zinc,silver
ICMM07172,High,Dexing,Dexing Copper Mine;Dexing,28.916135000000001,117.5495,Mine,China,copper,cobalt,gold
ICMM07175,Very Low,Xiangxi Gold Mine,NA,28.5322,110.899,Mine,China,gold,NA,NA
ICMM07179,Very Low,Khetri / Kolihan / Chandmari,NA,27.998999999999999,75.8005,Mine,India,copper,NA,NA
ICMM07181,Very Low,Bolan Gunga,NA,27.7407,66.534,Mine,Pakistan,barium,NA,NA
ICMM07182,Very Low,Xiangdong Mine,NA,27.699000000000002,113.699,Mine,China,tungsten,NA,NA
ICMM07183,Very Low,Tongren Mercury Mine,NA,27.682300000000001,109.133,Mine,China,mercury,NA,NA
ICMM07193,Moderate,Lengshuiqing Nickel Mine,Lengshuiqing Nickel Mine;Lengshuiqing,26.794789999999999,101.575,Mine,China,copper,nickel,palladium;platinum;rhodium
ICMM07194,Very Low,Khuzdar,NA,26.765799999999999,66.5174,Mine,Pakistan,barium,NA,NA
ICMM07196,Moderate,Lala Copper/Polymetallic Mine,Lala Copper/Polymetallic Mine;Huili Smelter,26.676200000000001,102.24,Mine;Smelter,China,copper,cobalt,nickel
ICMM07199,Very Low,Kolihan Mine,NA,26.584800000000001,73.8492,Mine,India,copper,zinc,NA
ICMM07200,Moderate,Dukou Chromium Mine,Dukou Chromium Mine;Lanjian,26.542719999999999,101.740455,Mine,China,chromium,iron ore,NA
ICMM07205,Moderate,Lalachang Copper Deposit,Lalachang Copper Deposit;Tianren,26.185680000000001,101.96365,Mine,China,copper,cobalt,gold
ICMM07209,Moderate,Shizhuyuan,Shizhuyuan,25.715800000000002,113.166,Mine,China,tungsten,molybdenum,bismuth;copper;tin;lead;zinc;gold
ICMM07210,Moderate,Liancheng Pb/Zn Mine,Liancheng Pb/Zn Mine;Liancheng Smelter,25.6663,116.66635,Mine;Smelter,China,lead,zinc,NA
ICMM07216,Very Low,Dangping Tungsten Mine,NA,25.482500000000002,114.299,Mine,China,tungsten,NA,NA
ICMM07222,Moderate,Fankou Pb/Zn Mine,Fankou Pb/Zn Mine;Fankou,25.098179999999999,113.59973,Mine,China,lead,zinc,iron ore;copper;silver;gold
ICMM07223,Very Low,Chin Que Shih Operations,Chin Que Shih Operations;Chin Qua Shih Minekeelung,25.075949999999999,121.526,Mine,Taiwan,copper,gold,silver
ICMM07225,High,Sindesar Khurd,Rajpura Dariba;Sindesar Khurd;Sindesar Khurd,25.00042633,74.15154067,Mine,India,zinc,silver,lead
ICMM07226,Moderate,Changpo Pb/Zn/Sn Mine,Changpo Pb/Zn/Sn Mine;Changpo Smelter,24.999300000000002,106.999865,Mine;Smelter,China,lead,zinc,tin
ICMM07228,Very Low,Mosaboni Mine,NA,24.759399999999999,85.5923,Mine,India,copper,NA,NA
ICMM07231,High,Yimen County Copper Mine,Yimen County Copper Mine;Yimen refinery;Yimen smelter,24.666206670000001,102.1501267,Smelter;Refinery,China,copper,NA,NA
ICMM07234,Very Low,Dajishan Mine,NA,24.582599999999999,114.383,Mine,China,tungsten,NA,NA
ICMM07236,Very Low,Guimeishan Tungsten Mine,NA,24.499300000000002,114.916,Mine,China,tin,NA,NA
ICMM07239,Very Low,Tachishan Tungsten Mine,NA,24.416,114.333,Mine,China,nickel,NA,NA
ICMM07240,High,Zawar,Balaria;Zawar Group Pb Zn Mines;Zawar;Zawar;Zawar Group,24.36375512,73.7232091,Mine,India,zinc,lead,silver
ICMM07241,Very Low,Ambamata Pb Zn,NA,24.332599999999999,72.8839,Mine,India,lead,NA,NA
ICMM07243,Very Low,Dhangaon,NA,23.582599999999999,80.1837,Mine,India,platinum,NA,NA
ICMM07244,Very Low,"Tambesra,Udaipur and Banswara",NA,23.499300000000002,74.2505,Mine,India,barium,NA,NA
ICMM07246,Moderate,Bai Sha Po Mine,Bai Sha Po Mine;Bai Sha Po;Gejiu Honghe Smelter,23.25341667,103.1541133,Mine;Smelter,China,copper,lead,tin;tungsten
ICMM07247,Moderate,Yunnan Tin Mine and Complex Gejiu,Yunnan Tin Mine and Complex Gejiu;Yunnan,23.166335,103.100695,Mine,China,tin,copper,tin
ICMM07248,Very Low,Bawdwin Mine,Bawdwin Mine;Bawdwin,23.10765,97.2999,Mine,Myanmar,copper,lead,silver
ICMM07252,Moderate,Rakha Mine,Rakha Mine;Surda,22.564795,86.42419,Mine,India,copper,NA,NA
ICMM07254,Moderate,Yadanatheingi Project,Yadanatheingi Project;Yadanar Theingi,22.516100000000002,96.5166,Mine,Myanmar,lead,NA,NA
ICMM07256,Very Low,Monywa Complex,NA,22.116099999999999,95.1666,Mine;Plant,Myanmar,copper,silver,NA
ICMM07257,High,Malanjhkhand Mine,Malanjhkhand Mine;Hindustan Copper;Malanjkhand,22.021138329999999,80.716843,Mine,India,copper,NA,NA
ICMM07259,Very Low,Malanjkhand,NA,21.499500000000001,80.717,Mine,India,copper,NA,NA
ICMM07260,Moderate,Serrajuddin Nausahi High Grade,Serrajuddin Nausahi High Grade;Nuasahi Chromite Mines;Boula;Nuasahi;Bangur;Naushahi,21.276661669999999,86.32462333,Mine,India,chromite,chromium,palladium;platinum
ICMM07261,Very Low,Monywa Mine,NA,21.1538,96.5068,Mine,Myanmar,copper,NA,NA
ICMM07262,Moderate,Saruabil Mine,Saruabil Mine;Saruabil 4a/4/2 M.Jain;Kamardamohanty Nos.4/4a;Kaliapani Mine;Sukerangi;Bhimtanagar Mine;Kalarangi Mining Area;Kalrangi;Sukinda;OMC (Regional);Chingudipal;Sukinda (IMFA);Mahagiri/Bangur;Kamarda;Kaliapani (Jindal);Kaliapani;Ostapal;Saruabil;Talangi;IMFA;Kamarda;COB Tomka Plant,21.04620091,85.7861,Mine;Plant,India,chromite,chromium,ferrochrome
ICMM07263,Moderate,Kathpal Facor,Kathpal Facor;Kathpal Omc;Kathpal,21.015239999999999,85.71241667,Mine,India,chromite,chromium,NA
ICMM07266,Very Low,Mawchi Mine,Mawchi Mine,18.8247,97.1582,Mine,Myanmar,tin,tungsten,NA
ICMM07267,Very Low,Samoeng Mine,NA,18.787400000000002,98.7316,Mine,Thailand,tungsten,NA,NA
ICMM07269,Very Low,Govindpal Area,NA,18.6998,81.9003,Mine,India,lithium,NA,NA
ICMM07270,Very Low,Doi Ngoem W,NA,18.616399999999999,99.8498,Mine,Thailand,tungsten,NA,NA
ICMM07272,Very Low,Nidhi,NA,18.410900000000002,100.062,Mine,Thailand,barium,NA,NA
ICMM07273,Very Low,Sta,Sta;Oriental Gold,18.363150000000001,99.1998,Mine,Thailand,barium,NA,NA
ICMM07274,Very Low,Northern Region Gravel Pumps,NA,18.2498,99.3331,Mine,Thailand,tin,tungsten,zinc
ICMM07275,Very Low,Ban Nakadok,NA,18.166499999999999,105.15,Mine,Laos,gold,NA,NA
ICMM07278,Very Low,Nongsun,NA,17.9665,104.5,Mine,Laos,tin,NA,NA
ICMM07279,Very Low,Ban Boneng,NA,17.9665,104.616,Mine,Laos,tin,NA,NA
ICMM07281,Very Low,Ban Phontiou,NA,17.899799999999999,104.616,Mine,Laos,tin,NA,NA
ICMM07283,Very Low,Nam Pathene Tin Field,NA,17.7498,104.5,Mine,Laos,tin,NA,NA
ICMM07284,Moderate,Uizag,Uizag;Visakhapatnam Pellet Pellet Plant,17.726035,83.279275,Plant,India,zinc,iron ore,NA
ICMM07286,Moderate,Pa Daeng Mine,Pa Daeng Mine;Mae Sod,16.653839999999999,98.664085,Mine,Thailand,zinc,magnesium,NA
ICMM07287,Moderate,Agnigundala Pb Cu,Agnigundala Pb Cu;Agnigundala,16.218785,79.665045,Mine,India,lead,copper,zinc;cobalt
ICMM07291,Very Low,Tak,NA,15.0001,99.9998,Mine,Thailand,zinc,NA,NA
ICMM07292,Very Low,Taung Shun Taung Mine,NA,14.9168,98.0832,Mine,Myanmar,tin,NA,NA
ICMM07293,Very Low,Heinze Basin,NA,14.7501,97.9999,Mine,Myanmar,tin,NA,NA
ICMM07295,Very Low,Ingladhal Mine,NA,14.687099999999999,76.1853,Mine,India,copper,gold,NA
ICMM07297,Very Low,Hemyingyi Mine,NA,14.5168,98.4666,Mine,Myanmar,tin,NA,NA
ICMM07298,Very Low,Taungpila Mine,NA,14.5001,99.0998,Mine,Thailand,tin,NA,NA
ICMM07299,Very Low,Tiffin,NA,14.4169,78.7337,Mine,India,barium,NA,NA
ICMM07300,Very Low,Byaukchaung Mine,NA,14.4169,98.4998,Mine,Myanmar,tin,NA,NA
ICMM07301,Very Low,Egani Mine,NA,14.3668,98.1666,Mine,Myanmar,tin,NA,NA
ICMM07303,Very Low,Thitkatchaung Mine,NA,14.333500000000001,98.4998,Mine,Myanmar,tin,NA,NA
ICMM07304,Very Low,Kalonta Mine,NA,14.333500000000001,98.5832,Mine,Myanmar,tin,NA,NA
ICMM07305,Very Low,Myekhanbaw Mine,NA,14.3002,98.5331,Mine,Myanmar,tin,NA,NA
ICMM07306,Very Low,Sinthe Mine,NA,14.2502,98.4998,Mine,Myanmar,tin,NA,NA
ICMM07307,Very Low,Kyaukanya Mine,Kyaukanya Mine;Kadantaung Mine,14.225199999999999,98.3166,Mine,Myanmar,tin,tungsten,NA
ICMM07308,Very Low,Wagon North Mine,NA,14.216900000000001,98.4666,Mine,Myanmar,tin,NA,NA
ICMM07309,Very Low,Zinba Mines,NA,14.1669,98.3332,Mine,Myanmar,tin,NA,NA
ICMM07310,Very Low,Rubber Mile Mine,NA,14.1669,98.4998,Mine,Myanmar,tin,NA,NA
ICMM07311,Very Low,Thingandon Mine,NA,14.1669,98.5331,Mine,Myanmar,tin,NA,NA
ICMM07312,Very Low,Pagaye Mine,NA,14.100199999999999,98.4998,Mine,Myanmar,tin,NA,NA
ICMM07313,Very Low,Anyapya Mine,NA,14.100199999999999,98.5666,Mine,Myanmar,tin,NA,NA
ICMM07314,Very Low,Crisp:S Concession,NA,14.083500000000001,98.1666,Mine,Myanmar,tungsten,NA,NA
ICMM07315,Very Low,Putletto Mines,NA,14.083500000000001,98.2499,Mine,Myanmar,tin,NA,NA
ICMM07317,Very Low,Heinda Mine,NA,14.0335,98.2124,Mine,Myanmar,tin,NA,NA
ICMM07318,Very Low,Crest Mine,NA,14.0335,98.4831,Mine,Myanmar,tin,NA,NA
ICMM07319,Very Low,Darichaung Mine,NA,14.0335,98.5666,Mine,Myanmar,tin,NA,NA
ICMM07320,Very Low,Yanmazu and Yanmazu North,NA,14.0002,98.3332,Mine,Myanmar,tin,NA,NA
ICMM07321,Very Low,Widnes Mines,NA,14.0002,98.6665,Mine,Myanmar,tin,NA,NA
ICMM07322,Very Low,Chang Phuak 1 Mine,NA,14.0002,99.4998,Mine,Thailand,tin,tungsten,NA
ICMM07323,Very Low,Meke Mine,NA,13.9169,98.6832,Mine,Myanmar,tin,NA,NA
ICMM07325,Very Low,Ban Hin Khaoloei,NA,13.4122,101.865,Mine,Thailand,barium,NA,NA
ICMM07326,Very Low,Phnom Lung,NA,13.367000000000001,104.95,Mine,Cambodia,gold,NA,NA
ICMM07329,Moderate,Yrapur,Yrapur;Bukthara Halli;Byrapur,13.10891333,76.41619,Mine,India,chromite,chromium,NA
ICMM07330,Very Low,Tagadur,NA,13.0586,76.4254,Mine,India,chromium,NA,NA
ICMM07331,Moderate,Jambur,Jambur;Jambur,12.98845,76.458125,Mine,India,chromite,chromium,NA
ICMM07332,Very Low,Tenasserim Valley Gravel Pump,NA,12.025399999999999,99.0081,Mine,Myanmar,tin,NA,NA
ICMM07333,Very Low,Central Region Gravel Pumps,NA,11.8337,99.8331,Mine,Thailand,tin,NA,NA
ICMM07334,Very Low,Toro Mocho,NA,11.6004,76.1337,Mine,India,copper,NA,NA
ICMM07337,Very Low,Bangrim Tin Mine,NA,9.9826599999999992,98.7076,Mine,Thailand,tin,NA,NA
ICMM07338,Very Low,Keralacochin,NA,9.9338999999999995,76.2504,Mine,India,zinc,NA,NA
ICMM07339,Very Low,Haad Som Pan,NA,9.9305900000000005,98.6999,Mine,Thailand,tin,NA,NA
ICMM07340,Very Low,Siamese Tin Sydicate Ltd.,NA,9.9172899999999995,98.6665,Mine,Thailand,tin,NA,NA
ICMM07341,Very Low,Karathuri Mines,NA,9.9172899999999995,99.0831,Mine,Thailand,tungsten,NA,NA
ICMM07342,Very Low,Chon Mine,NA,9.3173499999999994,98.5332,Mine,Thailand,tin,NA,NA
ICMM07343,Very Low,Sierra Mining Co.,NA,9.0506799999999998,99.7998,Mine,Thailand,tin,NA,NA
ICMM07344,Very Low,Banhuni Area,NA,9.0006900000000005,98.9998,Mine,Thailand,tin,NA,NA
ICMM07345,Very Low,Hoc Chong Seng Suction,NA,8.9173899999999993,98.2499,Mine,Thailand,tungsten,NA,NA
ICMM07346,Very Low,Maliwun Mines,NA,8.9173899999999993,98.9998,Mine,Thailand,tin,NA,NA
ICMM07347,Very Low,Khao Mai Phai,NA,8.8824000000000005,99.5829,Mine,Thailand,barium,NA,NA
ICMM07348,Very Low,Ngan Thawi Brothers,NA,8.8339999999999996,99.2998,Mine,Thailand,tin,NA,NA
ICMM07349,Very Low,Pashpap,NA,8.78261,77.9615,Mine,India,copper,NA,NA
ICMM07350,Very Low,Hok Chong Sengpump,NA,8.7507099999999998,99.6665,Mine,Thailand,tin,NA,NA
ICMM07351,Very Low,Rong Lek Mines,NA,8.7507099999999998,99.7498,Mine,Thailand,tin,NA,NA
ICMM07353,Very Low,Nok Hoog Mine,NA,8.6674199999999999,98.4999,Mine,Thailand,tin,tungsten,NA
ICMM07355,Very Low,Southern Region Gravel Pumps,NA,8.4674399999999999,99.9165,Mine,Thailand,tin,NA,NA
ICMM07357,Very Low,Sichon Mine,NA,8.4007400000000008,99.9998,Mine,Thailand,tin,tungsten,NA
ICMM07358,Very Low,Bodan Dredge Omo,NA,8.3340499999999995,99.0831,Mine,Thailand,tin,NA,NA
ICMM07359,Very Low,Phuket Island,NA,8.0007900000000003,98.3332,Mine,Thailand,tin,NA,NA
ICMM07360,Very Low,Aokam Thai Mine,NA,7.9622700000000002,98.3387,Mine,Thailand,tin,NA,NA
ICMM07361,Very Low,Yip In Tsoi Haad Y,NA,7.0008999999999997,100.583,Mine,Thailand,tin,NA,NA
ICMM07362,Very Low,Yip In Tsoi Yala Pu,NA,6.6676200000000003,101.166,Mine,Thailand,tin,NA,NA
ICMM07363,Very Low,Batun Mine,NA,6.5842299999999998,101.316,Mine,Thailand,tin,NA,NA
